% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
3.292744936925261E-8      -2.9443243743875774E-7   1.5178887287568334E-8    0.031040441767564573+0.012113799824757873i        0.012113799824744611-0.03104044176755566i         0
5.4400916769549144E-8     -2.766535818842825E-7    -2.226191092140282E-8    0.031040438615453185+0.012113798594619293i        0.012113798594605976-0.03104043861544433i         0
5.023034098364298E-8      -2.9668347247373444E-7   -2.1317510874524143E-9   0.031040440398337213+0.0121137992904052i          0.012113799290391854-0.031040440398328577i        0
1.896834914679922E-8      -3.0372156698909666E-7   7.009073503434226E-8     0.03104044634046803+0.012113801609372876i         0.012113801609359614-0.03104044634045923i         0
2.376936102724193E-8      -3.1548182612965483E-7   8.803090340516238E-8     0.031040447917916186+0.012113802224985589i        0.012113802224972246-0.031040447917907384i        0
3.522925031603576E-8      -3.43391210206901E-7     7.351039143876897E-8     0.031040446921983943+0.012113801836314542i        0.012113801836301253-0.03104044692197503i         0
1.7201068420566627E-8     -3.636433401757927E-7    7.502674286312658E-8     0.03104044711800088+0.012113801912811832i         0.012113801912798487-0.03104044711799208i         0
3.9979188389695464E-8     -3.44438884174384E-7     5.1881255313881285E-8    0.03104044514776289+0.01211380114390942i          0.01211380114389613-0.031040445147754087i         0
3.029545991854363E-8      -3.1678877243623103E-7   4.957298231258275E-8     0.031040444753817804+0.012113800990168976i        0.012113800990155629-0.031040444753809i           0
-3.252182338684725E-8     -2.5976254049682405E-7   1.1007573822857944E-7    0.03104044922593531+0.012113802735451408i         0.012113802735438061-0.031040449225926563i        0
-6.190167195559951E-8     -2.776434603132534E-7    1.4345168618279363E-7    0.031040452016680455+0.012113803824563674i        0.012113803824550299-0.03104045201667171i         0
-4.708950631148751E-8     -2.84391710391523E-7     1.628751430369971E-7     0.03104045371714437+0.01211380448818443i          0.012113804488171112-0.03104045371713568i         0
-5.518922606642411E-8     -3.0860661422068613E-7   1.7160429122251326E-7    0.031040454567452268+0.01211380482002444i         0.012113804820011093-0.03104045456744358i         0
-6.502967707092876E-9     -3.1630089337980815E-7   1.0310763563988199E-7    0.031040449080527787+0.012113802678704788i        0.012113802678691499-0.031040449080518985i        0
-2.5077167482573206E-8    -2.847955528871828E-7    1.446254843878163E-7     0.031040452273091254+0.012113803924630228i        0.012113803924616827-0.031040452273082452i        0
-3.988933312668521E-8     -2.780473028089131E-7    1.2520202753361281E-7    0.031040450572627627+0.012113803261009557i        0.01211380326099624-0.031040450572618714i         0
-3.372752352846164E-8     -3.308396635975512E-7    1.6446106590990373E-7    0.03104045417965192+0.012113804668681978i         0.012113804668668605-0.03104045417964323i         0
-9.577556828048982E-9     -3.265241366152233E-7    1.46261314085442E-7      0.031040452716985634+0.012113804097863827i        0.01211380409785048-0.03104045271697672i          0
-9.02692053709716E-9      -3.0469492973401784E-7   1.351548807488707E-7     0.03104045166073415+0.012113803685652503i         0.01211380368563924-0.03104045166072546i          0
-1.1501670029783634E-8    -2.7174608674335693E-7   6.992307577451391E-8     0.031040446032692296+0.012113801489260808i        0.01211380148924749-0.031040446032683494i         0
-8.562299078971378E-9     -2.959042541526443E-7    6.658313371984833E-8     0.031040445915054844+0.012113801443351776i        0.01211380144333843-0.031040445915045987i         0
-2.313324302643088E-8     -3.0373176042525094E-7   8.931946202978218E-8     0.031040447805957272+0.012113802181292647i        0.0121138021812793-0.03104044780594825i           0
-4.046936150054717E-8     -2.8537754670119094E-7   1.019432502845674E-7     0.03104044868569901+0.01211380252461947i          0.012113802524606206-0.03104044868569004i         0
-3.310185176070921E-8     -2.6709278438910193E-7   8.681696097953402E-8     0.031040447339008858+0.012113801999062068i        0.01211380199904875-0.031040447339i               0
-1.2839897272131954E-8    -2.61625032162053E-7     4.401067399799498E-8     0.03104044381441544+0.012113800623559132i         0.012113800623545815-0.031040443814406585i        0
-4.4832160271533734E-8    -3.525388461250267E-7    1.4620560846078212E-7    0.0310404527648717+0.012113804116551734i          0.012113804116538389-0.031040452764862732i        0
-1.037531288047087E-8     -3.5978735868913004E-7   9.078035447193008E-8     0.03104044831605678+0.01211380238036341i          0.012113802380350092-0.03104044831604809i         0
-2.261945971933655E-8     -3.4035429597039167E-7   1.0434073528229209E-7    0.031040449282649884+0.012113802757584736i        0.012113802757571391-0.031040449282641082i        0
-8.438046732255391E-9     -3.6765638186143706E-7   1.1444547582595838E-7    0.031040450335612202+0.012113803168512368i        0.012113803168498995-0.03104045033560329i         0
-2.0682193571121072E-8    -3.482233191426988E-7    1.2800585663632037E-7    0.03104045130220625+0.012113803545734055i         0.012113803545720708-0.031040451302197503i        0
-6.990458710741693E-8     -3.3960179441540533E-7   1.4037922293500283E-7    0.031040452122713582+0.012113803865943986i        0.012113803865930611-0.031040452122704836i        0
-9.755725420470732E-8     -3.1412993109332644E-7   1.774055688558195E-7     0.031040454951800505+0.012113804970019643i        0.01211380497000627-0.03104045495179176i          0
-7.580043392408756E-8     -3.151445493291621E-7    1.5739578194177352E-7    0.031040453364643762+0.012113804350618016i        0.012113804350604699-0.031040453364635016i        0
-1.152598610157486E-7     -2.967233247899611E-7    1.7006552973558265E-7    0.03104045417904531+0.012113804668445244i         0.012113804668431954-0.03104045417903645i         0
-7.80516608350432E-8      -2.944154608520211E-7    1.3814974695151182E-7    0.03104045163084539+0.012113803673988136i         0.012113803673974816-0.031040451630836477i        0
-1.005322785185949E-7     -2.8525713439893514E-7   1.4421329971662298E-7    0.031040452007301707+0.012113803820903537i        0.01211380382089022-0.03104045200729285i          0
-3.0742813679904555E-8    -3.754459380221439E-7    7.570785023457221E-8     0.031040447099095165+0.012113801905433689i        0.012113801905420316-0.03104044709908642i         0
5.05269623563914E-8       -3.674275099797824E-7    -2.7196781182956263E-8   0.031040438759213602+0.012113798650722993i        0.012113798650709648-0.031040438759204748i        0
4.9105670431364436E-8     -3.5284288326024384E-7   -7.216770899098684E-9    0.031040440322551183+0.012113799260829058i        0.012113799260815655-0.03104044032254227i         0
3.766187267503407E-8      -3.1331042947059807E-7   -1.0077058669575187E-8   0.03104043980329274+0.012113799058183859i         0.012113799058170567-0.031040439803283883i        0
1.4318756986192408E-8     -3.245010334663331E-7    2.833246162337241E-8     0.031040442988972704+0.01211380030142299i         0.012113800301409672-0.03104044298896407i         0
2.0358981060643692E-8     -3.110593944356213E-7    7.233579705445564E-9     0.031040441172521877+0.012113799592537392i        0.012113799592524073-0.03104044117251302i         0
4.9226347394476487E-8     -3.2783334930387563E-7   -1.4194345013819131E-8   0.03104043958790314+0.01211379897412625i          0.012113798974112959-0.031040439587894337i        0
1.0073259431530097E-8     -3.8106520880125165E-7   4.675351023200619E-8     0.031040444857326058+0.012113801030563979i        0.012113801030550634-0.031040444857317256i        0
-1.5176957958612704E-8    -3.808339355366708E-7    4.7312901364169884E-8    0.031040444823865077+0.01211380101750553i         0.012113801017492213-0.03104044482385639i         0
3.485952971071317E-8      -3.818274455734287E-7    -1.658377413132068E-8    0.031040439681253366+0.012113799010557008i        0.012113799010543633-0.031040439681244564i        0
4.339728440231395E-8      -3.801722305394878E-7    1.9285433767831538E-8    0.031040442675090246+0.012113800178927662i        0.012113800178914344-0.0310404426750815i          0
1.1991959877598594E-8     -3.536831612323502E-7    1.7999397363072112E-8    0.03104044230574398+0.01211380003478699i          0.012113800034773643-0.031040442305735067i        0
2.1951006494226335E-8     -3.6661257291794785E-7   3.388859497836676E-8     0.031040443736243945+0.012113800593052025i        0.012113800593038761-0.031040443736235254i        0
3.343823778568621E-8      -3.672428188538902E-7    3.396236152536894E-9     0.031040441244591446+0.012113799620663238i        0.012113799620649892-0.031040441244582644i        0
-6.202818890969701E-9     -3.203810847539241E-7    2.151468652693547E-8     0.031040442333578486+0.012113800045649754i        0.012113800045636437-0.031040442333569743i        0
-1.66070889875701E-8      -2.8077027259716757E-7   2.5893892142589965E-8    0.03104044241803632+0.012113800078610126i         0.012113800078596866-0.031040442418027572i        0
-1.6259481651841823E-10   -3.069394457232125E-7    4.15804609008623E-10     0.031040440517127548+0.01211379933676421i         0.012113799336750865-0.031040440517118913i        0
-2.3820786773078573E-8    -3.622613509409581E-7    2.7630211014093518E-8    0.031040443047389912+0.012113800324220811i        0.01211380032420741-0.031040443047381055i         0
-8.529615999563516E-9     -3.495632125199414E-7    1.118162226663517E-8     0.03104044165035054+0.012113799779014113i         0.012113799779000768-0.031040441650341682i        0
-3.0016647310328176E-9    -2.8183841875026004E-7   4.913112414177759E-9     0.031040440725281625+0.012113799417998063i        0.01211379941798469-0.031040440725272934i         0
-1.775676418438908E-8     -3.048515108873698E-7    3.924760590165186E-8     0.031040443673010013+0.01211380056837439i         0.012113800568361128-0.03104044367300121i         0
-1.4979770269123874E-7    -3.099786972315473E-7    1.7312883736194984E-7    0.03104045440859761+0.012113804758029922i         0.01211380475801669-0.031040454408588807i         0
-1.1050563208206097E-7    -3.3080461466179466E-7   1.67723524269445E-7      0.031040454211700128+0.012113804681189059i        0.01211380468117577-0.031040454211691382i         0
-1.2820823889310227E-7    -3.133980083584292E-7    1.6038348514920816E-7    0.03104045343894438+0.012113804379614412i         0.012113804379601177-0.031040453438935744i        0
-9.20705206838674E-8      -3.477858568765138E-7    1.4303929365556723E-7    0.031040452325642107+0.012113803945138668i        0.012113803945125295-0.031040452325633194i        0
-1.037441468634372E-7     -3.5549624274308125E-7   1.116204383164176E-7     0.031040449729219294+0.012113802931862275i        0.012113802931849013-0.031040449729210547i        0
4.4041647865689564E-8     -1.4104931289028883E-7   -1.0908992924212291E-7   0.031040430530674904+0.012113795439464834i        0.0121137954394516-0.031040430530665936i          0
5.532479492584739E-8      -1.2266067621967104E-7   -1.2389698658041786E-7   0.031040429222001658+0.012113794928743902i        0.012113794928730501-0.031040429221992856i        0
4.067055708932276E-8      -1.0329868383856662E-7   -5.909641018686915E-8    0.03104043443516704+0.012113796963226656i         0.012113796963213255-0.031040434435158238i        0
6.513696369945881E-8      -1.0247159127571503E-7   -1.0956200502048559E-7   0.031040430316719155+0.012113795355966805i        0.012113795355953517-0.03104043031671041i         0
3.9870233974057E-8        -6.754329598966045E-8    -8.225230984383394E-8    0.031040432287702167+0.012113796125159962i        0.012113796125146617-0.031040432287693476i        0
5.322454312826635E-8      -1.3102072934382588E-7   -8.45390412516794E-8     0.03104043253478551+0.01211379622158631i          0.012113796221572992-0.031040432534776764i        0
3.396848041479811E-8      -1.2682836690212668E-7   -6.478173340593731E-8    0.03104043408895782+0.012113796828115447i         0.012113796828102158-0.031040434088948906i        0
6.921976923500228E-8      -1.1065972880966575E-7   -8.73923559700711E-8     0.031040432220787343+0.012113796099045856i        0.012113796099032539-0.031040432220778486i        0
5.6864380361951354E-8     -9.518491539429843E-8    -7.167549095130044E-8    0.03104043339070867+0.01211379655561775i          0.012113796555604404-0.031040433390699923i        0
5.383686023712965E-8      -5.328145357027818E-8    -1.4785864673628039E-7   0.03104042679606192+0.012113793981999979i         0.01211379398198669-0.031040426796053008i         0
4.691546577121857E-8      -2.799155948599576E-8    -1.530473342320735E-7    0.031040426186288182+0.012113793744030571i        0.012113793744017252-0.031040426186279273i        0
6.157092935672107E-8      -6.468306073682851E-8    -1.1958115046571685E-7   0.031040429238523487+0.01211379493519173i         0.012113794935178387-0.03104042923851463i         0
4.381336132601783E-8      -7.988266441305558E-8    -1.134933954128446E-7    0.031040429783394233+0.01211379514783225i         0.012113795147818903-0.031040429783385375i        0
3.021538859921536E-8      -1.2707108587483636E-8   -1.2042274015135515E-7   0.0310404287474619+0.012113794743550729i          0.012113794743537382-0.031040428747453098i        0
4.846808200917894E-8      -2.0027725197135584E-8   -1.3027773411984422E-7   0.031040428031681954+0.012113794464211427i        0.012113794464198082-0.031040428031673263i        0
3.0902020473666946E-8     -6.042918254236831E-8    -1.0190056525496362E-7   0.031040430584454423+0.01211379546045279i         0.012113795460439471-0.031040430584445566i        0
4.184886211170452E-8      -3.602463880822375E-8    -1.0328031003565885E-7   0.031040430351909162+0.012113795369700062i        0.012113795369686799-0.031040430351900416i        0
6.01015555216681E-8       -4.3345255417875705E-8   -1.1313530400414792E-7   0.031040429636131045+0.012113795090361482i        0.012113795090348108-0.031040429636122188i        0
5.887279512457031E-8      -1.2464327611233397E-7   -1.5733603677290327E-7   0.03104042646949173+0.012113793854553162i         0.01211379385453987-0.031040426469482928i         0
3.4389203232861645E-8     -8.382739214014019E-8    -1.37400880652651E-7     0.03104042779404807+0.012113794371472761i         0.012113794371459305-0.031040427794039267i        0
4.2838397391851577E-8     -1.1429927306078823E-7   -1.4062624473891342E-7   0.031040427742369602+0.012113794351304788i        0.012113794351291497-0.03104042774236091i         0
4.378342863293885E-8      -6.738668269485582E-8    -1.615502255455755E-7    0.031040425716107812+0.012113793560538676i        0.012113793560525384-0.031040425716099232i        0
7.422853973479964E-8      -1.0561194914492299E-7   -1.733672232067979E-7    0.031040425067850343+0.012113793307550554i        0.012113793307537264-0.03104042506784149i         0
6.758836740215812E-8      -7.882723664809286E-8    -1.8080677606573258E-7   0.031040424262787625+0.012113792993367869i        0.012113792993354607-0.031040424262778823i        0
5.627006354123825E-8      -7.28484241372395E-8     -2.0518291432444326E-7   0.031040422166835346+0.012113792175404346i        0.012113792175391084-0.031040422166826433i        0
7.278115534713311E-8      -1.320448525951789E-7    -2.1882445301041832E-7   0.031040421454457633+0.012113791897392954i        0.012113791897379579-0.031040421454448942i        0
7.891168443746205E-8      -1.1503035914086265E-7   -2.1248526799830223E-7   0.031040421893756266+0.01211379206883301i         0.012113792068819693-0.031040421893747297i        0
5.038391845906872E-8      -8.44204880817077E-8     -2.3366839972567008E-7   0.031040419855957742+0.012113791273564635i        0.01211379127355126-0.03104041985594883i          0
6.43640869372755E-8       -1.0981346405475523E-7   -1.9636424158578038E-7   0.0310404231543168+0.012113792560777662i          0.012113792560764345-0.031040423154308053i        0
7.153774077359706E-8      -9.758855954221079E-8    -2.3736703049938446E-7   0.0310404196966778+0.012113791211404223i          0.012113791211390931-0.031040419696668996i        0
4.9427600816727434E-8     -9.04239100771644E-8     -2.118561790527654E-7    0.0310404217010879+0.012113791993642563i          0.012113791993629133-0.03104042170107921i         0
6.579739953707844E-8      -1.3325590701228528E-7   -2.439359079025995E-7    0.03104041935572016+0.012113791078342557i         0.012113791078329186-0.03104041935571125i         0
5.791651233997458E-8      -1.1302496131305194E-7   -2.5295026080936766E-7   0.03104041845689681+0.01211379072756897i          0.01211379072755565-0.03104041845688801i          0
2.6937391205719653E-8     -2.4509003730990374E-7   -1.4658668835338534E-7   0.031040428012897935+0.01211379445688077i         0.012113794456867399-0.031040428012889133i        0
3.3547205253826464E-8     -2.290963593105466E-7    -1.3448635815408557E-7   0.03104042893829495+0.012113794818024872i         0.012113794818011555-0.031040428938285927i        0
3.979640355032161E-8      -1.9414560860099053E-7   -1.4826961130659595E-7   0.031040427595801435+0.01211379429410529i         0.012113794294091889-0.031040427595792633i        0
4.690188863044639E-8      -2.1613600823646034E-7   -1.5166148152052766E-7   0.031040427473291596+0.012113794246294768i        0.012113794246281395-0.03104042747328285i         0
4.3317662887234894E-8     -2.2000558489584557E-7   -1.747979466981445E-7    0.031040425565626723+0.01211379350181209i         0.01211379350179877-0.0310404255656177i           0
2.9586536455056708E-8     -2.3536998640612532E-7   -1.7026366096495407E-7   0.0310404259950762+0.012113793669408436i          0.012113793669395119-0.031040425995067452i        0
-4.977830164442684E-8     -2.394719871969689E-7    1.0819677296275957E-7    0.031040448889943124+0.012113802604327494i        0.012113802604314203-0.031040448889934433i        0
-3.4697192900553225E-8    -1.7367619677767436E-7   1.0559252546530438E-7    0.03104044831075431+0.012113802378294108i         0.012113802378280735-0.031040448310745507i        0
-4.29705924203221E-8      -1.5740599265058433E-7   1.193750779502178E-7     0.031040449327831413+0.012113802775217182i        0.01211380277520392-0.031040449327822555i         0
-3.543159258362865E-8     -2.2209085632830632E-7   1.0095741948708745E-7    0.031040448225284917+0.012113802344938878i        0.01211380234492556-0.031040448225276115i         0
-3.7424743809398996E-8    -2.0326240913917544E-7   1.2102028891875908E-7    0.03104044976728984+0.012113802946719654i         0.012113802946706335-0.031040449767280983i        0
-5.3342005076455636E-8    -2.0219446874578995E-7   1.4550145254834697E-7    0.031040451743441673+0.012113803717929864i        0.012113803717916576-0.03104045174343287i         0
-5.761964220131857E-8     -1.7202894910205925E-7   1.4152776475284276E-7    0.03104045121237221+0.012113803510675508i         0.012113803510662163-0.03104045121236352i         0
2.6435584679025496E-8     -1.0877383720150945E-7   5.310069013611328E-9     0.031040439771633885+0.01211379904582881i         0.01211379904581552-0.031040439771625083i         0
1.8021718675767693E-8     -7.80400151064279E-8     1.4040271980464356E-8    0.031040440278764774+0.012113799243741046i        0.012113799243727671-0.031040440278756028i        0
2.447627867102361E-8      -1.169290814346651E-7    5.7557939492052254E-8    0.03104044415361427+0.012113800755934377i         0.01211380075592106-0.03104044415360547i          0
-2.9936423181135398E-9    -9.339198854824367E-8    7.073274356723796E-8     0.031040445015326597+0.012113801092225103i        0.01211380109221176-0.031040445015318018i         0
1.637961323919884E-8      -8.9975436124809E-8      -4.919359459754464E-9    0.031040438774110765+0.012113798656536803i        0.012113798656523485-0.031040438774101963i        0
9.628301349636947E-9      -7.726629236979365E-8    5.837991196986869E-8     0.031040443928644676+0.012113800668138058i        0.012113800668124768-0.031040443928635985i        0
2.807769011559435E-8      -9.683841618312833E-8    2.426970045383014E-8     0.03104044127628889+0.012113799633033301i         0.012113799633019926-0.03104044127627992i         0
1.2785680716125668E-8     -1.2851080044988466E-7   1.058881141089396E-8     0.031040440290375126+0.012113799248271998i        0.0121137992482586-0.03104044029036638i           0
5.832944591809256E-9      -1.1677208902110156E-7   7.414277894578614E-8     0.031040445471469447+0.012113801270238686i        0.012113801270225339-0.031040445471460478i        0
-3.684076630646784E-9     -1.3479621318998805E-7   5.7557505967276086E-8    0.031040444177379348+0.012113800765208956i        0.012113800765195585-0.031040444177370546i        0
1.4959257448567573E-8     -1.3495320560355159E-7   4.0972666513542204E-8    0.031040442859522836+0.012113800250904038i        0.012113800250890719-0.03104044285951387i         0
2.3944807375150563E-8     -9.855125526261708E-8    4.613371582962282E-8     0.03104044308912051+0.012113800340506553i         0.012113800340493152-0.031040443089111597i        0
-2.8404720433231027E-8    -8.407665285844103E-8    9.474812111796895E-8     0.031040446871938247+0.012113801816783724i        0.012113801816770433-0.031040446871929445i        0
-3.9736736520640476E-8    -1.0462531605547124E-7   1.1054084008940745E-7    0.031040448275735332+0.012113802364627634i        0.012113802364614314-0.03104044827572664i         0
-6.300165018647091E-8     -7.425428440829535E-8    1.3521226035277583E-7    0.031040450062314755+0.012113803061855659i        0.012113803061842367-0.031040450062306008i        0
-2.9370432857554744E-8    -5.393389932576205E-8    1.0410758883443286E-7    0.031040447458129363+0.012113802045549913i        0.01211380204553654-0.031040447458120506i         0
-2.940785453624297E-8     -9.011359282813465E-8    6.916841134976151E-8     0.031040444782970782+0.012113801001546144i        0.012113801001532854-0.03104044478296187i         0
-5.886735909468127E-8     -9.50868271033664E-8     1.245696892838494E-7     0.031040449321459277+0.012113802772730402i        0.012113802772717112-0.031040449321450364i        0
-8.547296081145943E-8     -6.766251966383542E-8    1.33320629348838E-7      0.03104044979440098+0.01211380295730004i          0.012113802957286694-0.03104044979439229i         0
-4.4836740036753835E-8    -5.3650019827721235E-8   1.305428788747978E-7     0.031040449602785864+0.01211380288252055i         0.012113802882507175-0.03104044960277684i         0
-6.730805066174234E-8     -4.7058255083261316E-8   1.286512478708599E-7     0.03104044933487242+0.012113802777965012i         0.012113802777951778-0.031040449334863506i        0
-1.3319984834350273E-8    -6.784794481099382E-8    3.480959607770353E-8     0.031040441842023418+0.012113799853816123i        0.012113799853802808-0.031040441842014564i        0
-9.059450248663317E-9     -7.033450662711679E-8    1.2333971464091874E-8    0.031040440004974027+0.012113799136891808i        0.012113799136878435-0.03104044000496517i         0
-7.799999063960838E-9     -4.31950294839536E-8     2.8183423141353455E-8    0.03104044115554368+0.01211379958591147i          0.012113799585898123-0.03104044115553477i         0
-3.53946447827388E-9      -4.568159130007656E-8    5.707798527741804E-9     0.031040439318497173+0.012113798868988347i        0.01211379886897503-0.03104043931848848i          0
-3.315220974613216E-8     -6.17760701908844E-8     3.88067860018974E-8      0.031040442074398142+0.012113799944502426i        0.01211379994448908-0.031040442074389395i         0
-3.661813578027438E-8     -6.79160220295752E-8     6.081276967658612E-8     0.03104044392866481+0.012113800668145845i         0.012113800668132581-0.031040443928655896i        0
-2.7632223975742728E-8    -3.712315486384418E-8    3.218061306554734E-8     0.031040441387917964+0.012113799676597606i        0.012113799676584344-0.03104044138790916i         0
-3.825874948180243E-8     -4.621289533606093E-8    8.586213727331122E-8     0.0310404458678034+0.012113801424911468i          0.012113801424898148-0.031040445867794652i        0
-5.406454538232222E-8     -1.2119462747129376E-7   1.016309974492702E-7     0.031040447594797547+0.012113802098885726i        0.012113802098872462-0.03104044759478869i         0
-5.494546462458325E-8     -1.5105911041838378E-7   1.046651453177656E-7     0.03104044802996887+0.012113802268715099i         0.012113802268701752-0.031040448029959956i        0
-7.319516795636302E-8     -1.116561385191889E-7    1.1565984664371215E-7    0.03104044864051822+0.012113802506987275i         0.012113802506974011-0.031040448640509307i        0
-2.235109339943125E-8     -1.3923325212983657E-7   4.619490457906574E-8     0.031040443203771244+0.012113800385249968i        0.012113800385236649-0.031040443203762442i        0
-5.257295915377445E-8     -1.2846310368696993E-7   7.788571246816952E-8     0.0310404456735351+0.012113801349096603i          0.0121138013490832-0.031040445673526186i          0
-3.924828439510464E-8     -1.1793073224084105E-7   6.121584534009934E-8     0.03104044426550753+0.012113800799601653i         0.012113800799588306-0.031040444265498728i        0
-2.1757783190575394E-8    -1.633637758138617E-7    5.9556327632363997E-8    0.031040444465105906+0.012113800877496708i        0.012113800877483335-0.03104044446509716i         0
-3.9535893428509825E-8    -1.7192573887195618E-7   7.7611416261893E-8       0.031040445962012792+0.012113801461677488i        0.012113801461664256-0.031040445962004046i        0
-5.345387839603547E-8     -1.5832758663405993E-7   8.091986033666493E-8     0.031040446108706696+0.012113801518925976i        0.012113801518912712-0.031040446108697783i        0
-1.3254732306008032E-8    -2.066055191267736E-7    6.134736457438274E-8     0.031040444909570114+0.012113801050952645i        0.01211380105093927-0.031040444909561312i         0
-4.364491686992337E-8     -1.889958291998627E-7    6.401970074769111E-8     0.03104044492728802+0.012113801057867241i         0.012113801057853896-0.031040444927279164i        0
-3.166742325536566E-9     -1.9960509277173332E-7   3.189390810365032E-8     0.031040442452279757+0.012113800091973945i        0.0121138000919606-0.031040442452270955i          0
-9.115647695870958E-9     -2.182596254292939E-7    4.2609216036207744E-8    0.031040443439512285+0.01211380047724998i         0.012113800477236637-0.031040443439503483i        0
-7.305826935673639E-9     -1.8795098646921302E-7   5.0632056641825323E-8    0.031040443922337978+0.012113800665676775i        0.012113800665663485-0.031040443922329176i        0
-2.5866806631988934E-8    -1.804338661417682E-7    4.596461211816211E-8     0.031040443430379195+0.012113800473685574i        0.012113800473672283-0.03104044343037017i         0
-3.681306511619642E-8     -2.0957473429471178E-7   7.193794051943084E-8     0.031040445734025833+0.012113801372703584i        0.012113801372690292-0.03104044573401703i         0
-5.2800663965108525E-8    4.423212722403783E-8     8.09750766755346E-8      0.031040444853521088+0.0121138010290791i          0.012113801029065755-0.031040444853512286i        0
-6.060808663510594E-8     5.1065450488233714E-8    5.928627893576046E-8     0.031040442986239255+0.012113800300356168i        0.012113800300342878-0.031040442986230564i        0
-2.060768310456371E-8     -9.049822718648E-9       8.152290491476853E-8     0.031040445330933416+0.012113801215393332i        0.012113801215380013-0.031040445330924614i        0
-4.008957246339844E-8     -2.540576718273577E-8    2.6344974257517154E-8    0.031040440791787156+0.012113799443952338i        0.012113799443939074-0.031040440791778354i        0
-1.3447083632646233E-8    -6.100034085122043E-9    4.9847364381693355E-8    0.03104044270531748+0.012113800190724056i         0.012113800190710764-0.03104044270530868i         0
-2.7241291291993723E-8    2.0465894811502306E-8    9.337288376110771E-9     0.031040439134096313+0.0121137987970242i          0.012113798797010938-0.03104043913408768i         0
-2.2911452770229453E-8    3.0699131788928454E-8    3.26609032083234E-8      0.031040441019973625+0.012113799533004187i        0.01211379953299084-0.031040441019965045i         0
-1.80092545049897E-8      2.034019693394035E-8     4.88700865814115E-8      0.031040442445312337+0.012113800089254764i        0.012113800089241502-0.031040442445303646i        0
-2.944426842069944E-8     1.5395411169883964E-8    9.402681800693909E-8     0.031040446189192394+0.01211380155033631i         0.012113801550322992-0.031040446189183536i        0
-2.8713898815018446E-8    3.2820859135527275E-8    7.935142917670529E-8     0.03104044486466224+0.012113801033426973i         0.012113801033413684-0.03104044486465344i         0
-2.9598634767066924E-8    -2.3106727060427174E-8   4.407965134165213E-8     0.031040442282275503+0.01211380002562834i         0.012113800025615021-0.0310404422822667i          0
-4.1423519750255624E-8    5.0013117254711264E-8    4.145344806384305E-8     0.031040441572041135+0.01211379974845321i         0.012113799748439865-0.031040441572032444i        0
-3.7444472559774024E-8    -1.0268373460399105E-8   6.061079984710049E-9     0.03104043902187856+0.01211379875323031i          0.012113798753217046-0.03104043902186987i         0
-3.6759234238984404E-8    -2.6056515693953137E-8   7.575519187472731E-8     0.03104044490789205+0.012113801050297728i         0.012113801050284353-0.03104044490788308i         0
-4.374026766466973E-8     5.29589981635167E-8      -2.0004031496487004E-8   0.03104043644470561+0.012113797747466383i         0.01211379774745301-0.031040436444696864i         0
-4.892194218640419E-8     1.0332805838032192E-7    -2.6330965443065668E-8   0.03104043558962435+0.012113797413763467i         0.012113797413750233-0.031040435589615605i        0
-4.565829485215464E-8     3.757663183579071E-8     6.162180801963563E-9     0.031040438706709805+0.012113798630232925i        0.012113798630219663-0.031040438706700948i        0
-9.142282966340314E-8     1.107019056038253E-7     -2.4065777827266557E-8   0.03104043559967379+0.01211379741768543i          0.012113797417672111-0.031040435599664934i        0
-7.387962251749465E-8     8.594119153751264E-8     -4.922961698038018E-8    0.031040433719492215+0.012113796683928302i        0.012113796683914928-0.031040433719483302i        0
-6.949453214802474E-8     9.649961803111447E-8     1.0697799796976977E-8    0.031040438642117654+0.012113798605025362i        0.01211379860501196-0.031040438642108908i         0
-5.3403568213143534E-8    8.890737963396966E-8     -4.252173891708784E-8    0.031040434321479574+0.012113796918859134i        0.012113796918845817-0.03104043432147083i         0
-4.701064022995579E-8     8.245124002096057E-8     1.1302749962426042E-8    0.031040438849706423+0.012113798686038648i        0.012113798686025386-0.031040438849697843i        0
-5.341029344418005E-8     5.2648194946882314E-8    2.127818878685445E-8     0.031040439843566456+0.012113799073901052i        0.01211379907388779-0.0310404398435576i           0
-9.189767944770412E-8     1.0249609542891061E-7    -4.7263706170644936E-8   0.03104043372357824+0.012113796685522964i         0.012113796685509617-0.03104043372356944i         0
-6.892314670645432E-8     1.0856768045877957E-7    -9.84091516297964E-9     0.031040436863731154+0.012113797910994713i        0.012113797910981394-0.031040436863722407i        0
-3.761870209713202E-8     7.399598820316954E-8     -2.7256608002261887E-8   0.031040435730620736+0.012113797468788575i        0.012113797468775202-0.03104043573061199i         0
-3.3137076070392685E-8    8.841666694952179E-8     -1.1065834528239724E-8   0.031040436998764066+0.012113797963692378i        0.012113797963679144-0.031040436998755208i        0
-5.2847436150452325E-8    3.1479922528626495E-9    9.552669502131835E-8     0.03104044631727826+0.012113801600322886i         0.01211380160030954-0.0310404463172694i           0
